basis,layer,head,teacher_init_mse,teacher_init_r2,num_features
v12_freqsrc_table_shuffled_J0_atoms108,2,3,0.0002570004508489445,0.843485736662589,107
v12_freqsrc_table_shuffled_J0_atoms108,2,4,0.0004569962467826295,0.6170130547536672,107
v12_freqsrc_table_shuffled_J0_atoms108,2,5,0.00015709572251367302,0.6973478975014007,107
v12_freqsrc_table_shuffled_J0_atoms108,2,6,0.000406860179747034,0.675035424009029,107
v12_freqsrc_table_shuffled_J0_atoms108,2,7,5.2005405873394045e-05,0.9138288871071893,107
v12_freqsrc_table_shuffled_J0_atoms108,3,0,0.0003461704778439924,0.8289300638959058,107
v12_freqsrc_table_shuffled_J0_atoms108,3,1,0.0005491549887719894,0.7359268740639267,107
v12_freqsrc_table_shuffled_J0_atoms108,3,2,0.0005943194535922495,0.8231291584964048,107
v12_freqsrc_table_shuffled_J0_atoms108,3,3,0.00023724464116809573,0.7281928189936866,107
v12_freqsrc_table_shuffled_J0_atoms108,3,4,0.00043766697350738725,0.8021387498937878,107
v12_freqsrc_table_shuffled_J0_atoms108,3,5,0.00011966091309149376,0.9113323159185942,107
v12_freqsrc_table_shuffled_J0_atoms108,3,6,0.00013562803942171342,0.8407236533503201,107
v12_freqsrc_table_shuffled_J0_atoms108,3,7,0.0007937446382504861,0.7547016788097174,107
v12_freqsrc_table_shuffled_J0_atoms108,4,0,0.00024281909251488363,0.9155580320410244,107
v12_freqsrc_table_shuffled_J0_atoms108,4,1,0.001194784984550083,0.885307356250687,107
v12_freqsrc_table_shuffled_J0_atoms108,4,2,0.0007857458215200364,0.7936051354469833,107
v12_freqsrc_table_shuffled_J0_atoms108,4,3,0.00015018790008746445,0.9165757806579695,107
v12_freqsrc_table_shuffled_J0_atoms108,4,4,0.00023330183501445352,0.8717133869490216,107
v12_freqsrc_table_shuffled_J0_atoms108,4,5,0.0006391499602958735,0.8964102875041555,107
v12_freqsrc_table_shuffled_J0_atoms108,4,6,0.0002295594615068092,0.9267973847276577,107
v12_freqsrc_table_shuffled_J0_atoms108,4,7,0.0006466834303800016,0.8456801426796463,107
v12_freqsrc_table_shuffled_J0_atoms108,5,0,0.0006718170947688099,0.7934935942484875,107
v12_freqsrc_table_shuffled_J0_atoms108,5,1,0.00013636987249599972,0.9555691031785175,107
v12_freqsrc_table_shuffled_J0_atoms108,5,2,0.00041638869613440973,0.9077718490827525,107
v12_freqsrc_table_shuffled_J0_atoms108,5,3,0.00030372807061710485,0.9522584722104335,107
v12_freqsrc_table_shuffled_J0_atoms108,5,4,0.00012248288138397336,0.9502498595161388,107
v12_freqsrc_table_shuffled_J0_atoms108,5,5,0.0024326235376877807,0.9339108375737682,107
v12_freqsrc_table_shuffled_J0_atoms108,5,6,0.0004674803368393954,0.8102174624650258,107
v12_freqsrc_table_shuffled_J0_atoms108,5,7,0.00029057077024016373,0.8559979744235948,107
