basis,layer,head,teacher_init_mse,teacher_init_r2,num_features
v12_freqsrc_fixed_J0_atoms108,2,1,0.0005128903135089881,0.6237582726144675,107
v12_freqsrc_fixed_J0_atoms108,2,2,0.0029666410484629566,0.5584197088300729,107
v12_freqsrc_fixed_J0_atoms108,2,3,0.00017271064804449303,0.8948185508627807,107
v12_freqsrc_fixed_J0_atoms108,2,4,0.00044270701921043617,0.6289881807122115,107
v12_freqsrc_fixed_J0_atoms108,2,5,9.943487673876378e-05,0.8084341570531519,107
v12_freqsrc_fixed_J0_atoms108,2,6,0.00040688525427956285,0.6750153966501549,107
v12_freqsrc_fixed_J0_atoms108,2,7,0.0001346024119685159,0.7769685777355395,107
v12_freqsrc_fixed_J0_atoms108,3,0,0.00035834663186732116,0.8229128728756386,107
v12_freqsrc_fixed_J0_atoms108,3,1,0.0005253476327678741,0.7473751592453801,107
v12_freqsrc_fixed_J0_atoms108,3,2,0.0006096617816723597,0.8185632462386931,107
v12_freqsrc_fixed_J0_atoms108,3,3,0.0001205950198630144,0.861836321229521,107
v12_freqsrc_fixed_J0_atoms108,3,4,0.0010705490655822192,0.5160243078918083,107
v12_freqsrc_fixed_J0_atoms108,3,5,0.00014219435593142675,0.8946352329749774,107
v12_freqsrc_fixed_J0_atoms108,3,6,0.00012774259437417366,0.8499840163566282,107
v12_freqsrc_fixed_J0_atoms108,3,7,0.0016689539512538057,0.4842275680894068,107
v12_freqsrc_fixed_J0_atoms108,4,0,0.0005234863007394972,0.8179541280045852,107
v12_freqsrc_fixed_J0_atoms108,4,1,0.0008917044899796869,0.9144013803978166,107
v12_freqsrc_fixed_J0_atoms108,4,2,0.001555074213717552,0.5915226999372103,107
v12_freqsrc_fixed_J0_atoms108,4,3,0.00033905437081513753,0.811666943986275,107
v12_freqsrc_fixed_J0_atoms108,4,4,0.0005157648544259642,0.7163943168259316,107
v12_freqsrc_fixed_J0_atoms108,4,5,0.0005279582894614864,0.9144315875576433,107
v12_freqsrc_fixed_J0_atoms108,4,6,0.00016432632180391106,0.9475991255809162,107
v12_freqsrc_fixed_J0_atoms108,4,7,0.001330485643299224,0.6825025275194297,107
v12_freqsrc_fixed_J0_atoms108,5,0,0.0009870145848788333,0.6966066568791458,107
v12_freqsrc_fixed_J0_atoms108,5,1,0.00016690579425114593,0.9456201433091624,107
v12_freqsrc_fixed_J0_atoms108,5,2,0.0001772237579119864,0.960745765572963,107
v12_freqsrc_fixed_J0_atoms108,5,3,0.00028283221538012287,0.9555429893492552,107
v12_freqsrc_fixed_J0_atoms108,5,4,0.0002187416075862631,0.9111514557453402,107
v12_freqsrc_fixed_J0_atoms108,5,5,0.0021055318207254268,0.9427972177619445,107
v12_freqsrc_fixed_J0_atoms108,5,6,0.0008030387138125764,0.673991154630037,107
v12_freqsrc_fixed_J0_atoms108,5,7,0.0004337285936478175,0.7850513457218412,107
